index,prob_churn,CustomerID
3355,0.7114586237548534,8272-ONJLV
4252,0.7113809332936364,4931-TRZWN
2106,0.7112414825381623,6745-JEFZB
3283,0.710447924045945,5356-CSVSQ
2071,0.7102151244776285,3197-ARFOY
5630,0.7094973193224747,6591-QGOYB
6138,0.7089030043162864,7129-CAKJW
6251,0.7087548291567045,6859-RKMZJ
3658,0.708669716240265,0141-YEAYS
4352,0.7085486161773837,1855-AGAWH
6005,0.7083145196724341,4619-EVPHY
5065,0.7082889502007719,3969-GYXEL
1919,0.707821043365024,7410-OIEDU
4409,0.707634144494178,0468-YRPXN
4568,0.7069349934257743,8751-EDEKA
5820,0.7067604220315703,4273-MBHYA
3972,0.7062124242724123,6985-HAYWX
4869,0.706192447439433,6537-QLGEX
2147,0.7054938942326692,6862-CQUMB
2870,0.7054624892648054,9272-LSVYH
4441,0.7051758466261024,7339-POGZN
3821,0.7044859025358533,4391-LNRXK
3377,0.7042629995450538,2038-LLMLM
5893,0.7040583056422768,2657-VPXTA
6137,0.7036565603344203,1169-WCVAK
2066,0.7033233856136839,7529-ZDFXI
5225,0.7031703658311116,4329-YPDDQ
1899,0.7030672289923978,4080-IIARD
5297,0.702934007661292,1230-QAJDW
4884,0.7029028457927134,0641-EVBOJ
4241,0.7027540912991159,0585-EGDDA
3123,0.7025788325258885,8158-WPEZG
2400,0.7025172946407001,3014-WJKSM
3393,0.7021084597623489,7901-TBKJX
5157,0.7018713669658633,1608-GMEWB
6630,0.7018397389631514,3094-JOJAI
2042,0.7008562339003391,4811-JBUVU
2968,0.7007426074776131,6416-YJTTB
4069,0.7005220392502517,2960-NKRSO
4426,0.700518081261745,9576-SYUHJ
2732,0.7004533218621507,7129-ACFOG
6572,0.7002802630239535,3466-RITXD
2334,0.7001793783442423,6464-KEXXH
4784,0.7001793783442423,7421-ZLUPA
3616,0.7000588481442994,7268-IGMFD
3276,0.6994009323881566,2272-UOINI
6561,0.6993817100233465,2378-VTKDH
4202,0.6991638104841443,9281-OFDMF
6460,0.6991433769509839,5331-RGMTT
1900,0.6989260321722626,3714-NTNFO
7015,0.6986874934771609,6075-SLNIL
4643,0.69782239031127,0430-IHCDJ
3665,0.6974425800013423,1049-FYSYG
5840,0.6957880612675268,3137-LUPIX
4882,0.6944391292669799,2476-YGEFM
2842,0.6940143445803194,1907-YLNYW
6677,0.6940104131271685,5949-HGVJL
3641,0.6935744676200787,6486-LHTMA
2409,0.6932686569918171,1853-ARAAQ
2021,0.6931023645529376,8544-GOQSH
2772,0.6929961091721633,3055-MJDSB
6368,0.6925012164945329,4226-KKDON
6998,0.6925012164945329,5568-DMXZS
4657,0.6921877314235352,1469-LBJQJ
3523,0.6921877314235352,1013-QCWAM
4916,0.691946207073353,3005-TYFRD
3200,0.6909022020075934,2178-PMGCJ
4691,0.6908806633870065,9169-BSVIN
3266,0.6907388140166264,9281-PKKZE
6374,0.6905402450856041,6218-KNUBD
3551,0.6905374391288664,1465-LNTLJ
2065,0.6901699409921023,5046-NUHWD
3196,0.69006630147688,2474-LCNUE
5833,0.6899113457619546,2786-GCDPI
4885,0.6895528425085108,0829-XXPLX
2287,0.6892615775122105,3716-UVSPD
2381,0.6892615775122105,1536-HBSWP
5011,0.6888787157066857,9732-EQMWY
3631,0.6887033493123033,2573-GYRUU
2008,0.6884241164734609,8167-GJLRN
4612,0.6875922360760086,8468-EHYJA
2828,0.6871120087085658,6729-GDNGC
4722,0.6870463128594195,4570-QHXHL
4501,0.6868829831000641,6741-EGCBI
2536,0.6868829831000641,0730-KOAVE
5846,0.6868790013594848,5118-MUEYH
5954,0.6867833363665972,6646-JPPHA
5208,0.6862962123960307,4860-IJUDE
5680,0.6859992194487089,6135-OZQVA
6725,0.6857510542491161,2257-BOVXD
6987,0.6857265908193951,9547-ITEFG
6931,0.6853830813216396,3191-CSNMG
2897,0.6850209037358413,3569-EDBPQ
2217,0.6842756803895668,6614-VBEGU
4053,0.6841191548178697,5649-RXQTV
2996,0.684052448694756,8096-LOIST
3150,0.6839987841069062,8887-IPQNC
3134,0.6838074569278682,5515-RUGKN
6161,0.6829089660177587,4976-LNFVV
3779,0.6814327220720791,7145-FEJWU
5842,0.6810874870906024,8676-OOQEJ
3963,0.6805985773576446,6988-CJEYV
6367,0.6800734303983044,1228-ZLNBX
5462,0.6800391577230005,3688-FTHLT
3153,0.6800391577230005,0106-GHRQR
3975,0.6797696831632111,2277-DJJDL
6676,0.6785939672649721,3439-GVUSX
4085,0.6785939672649721,2209-XADXF
2149,0.6785939672649721,6158-HDPXZ
5296,0.6785939672649721,9895-VFOXH
2321,0.6784563833145129,5839-SUYVZ
3761,0.6783168242991118,1849-RJYIG
5361,0.6779754302169794,7813-ZGGAW
6108,0.677867291222928,1421-HCERK
5750,0.6772377043150574,5419-JKZNQ
5046,0.6766956911502926,7504-UWHNB
4892,0.676606902173034,3345-PBBFH
4663,0.676606902173034,4280-DLSHD
5862,0.6758982380505858,1310-QRITU
3159,0.6751844469075206,1320-REHCS
2869,0.6725578937635203,7130-YXBRO
4525,0.6724969621914954,6185-TASNN
3866,0.6724969621914954,1942-OQFRW
3072,0.6724969621914954,1478-VPOAD
2621,0.6724969621914954,4065-JJAVA
3556,0.6724969621914954,4706-DGAHW
4772,0.6724969621914954,8720-RQSBJ
7022,0.6724969621914954,1471-GIQKQ
2534,0.6723847515377016,6259-WJQLC
4707,0.6723262658657683,6710-HSJRD
2484,0.6723262658657683,4220-TINQT
1955,0.6723159916828896,5712-AHQNN
6779,0.6713865341944925,1442-BQPVU
4142,0.6711364427464824,1777-JYQPJ
3074,0.6709047637248509,2988-PLAHS
4224,0.6708869395974254,7636-OWBPG
2415,0.6705438215754731,6786-OBWQR
6964,0.6689297790363113,0463-ZSDNT
3853,0.6684258946797452,5213-TWWJU
6769,0.668349195648729,0822-QGCXA
7019,0.6682259258130575,1685-BQULA
2165,0.6661779255949595,2519-ERQOJ
6364,0.6660437829541818,5438-QMDDL
5252,0.6652853787926516,5201-USSQZ
2776,0.6650294493731147,2040-VZIKE
4119,0.6649678147444926,1728-BQDMA
6775,0.6649678147444926,3798-EPWRR
6065,0.6649678147444926,4537-DKTAL
2760,0.6647159695974748,6789-HJBWG
6981,0.6647159695974748,5392-AKEMH
4463,0.6644633386469855,8710-YGLWG
6903,0.6644633386469855,6127-IYJOZ
4418,0.6644633386469855,8950-MTZNV
6189,0.6644633386469855,9214-EKVXR
6214,0.6644633386469855,0082-LDZUE
3199,0.6644633386469855,6650-VJONK
3956,0.6644633386469855,1845-ZLLIG
3246,0.6644633386469855,3961-SXAXY
5510,0.6644633386469855,8180-AKMJV
4131,0.6644633386469855,5133-POWUA
3248,0.6644633386469855,3566-HJGPK
5910,0.6644633386469855,2275-RBYQS
4450,0.6635916638694419,0975-VOOVL
2139,0.6634508429040266,3583-KRKMD
6433,0.6633393079907567,3058-WQDRE
2945,0.6631004581911534,6234-PFPXL
3652,0.6624570757585492,3503-TYDAY
5216,0.6622036077138759,9029-FEGVJ
3227,0.662006299682853,8058-DMYRU
3829,0.6616130019802718,4727-MCYZG
2563,0.6613951965195474,5146-CBVOE
3620,0.661354702358089,2712-SYWAY
6539,0.661142034338623,1025-FALIX
2159,0.6602652273651118,9774-NRNAU
5565,0.6602308083952061,1261-FWTTE
4602,0.6595607217595997,4993-JCRGJ
2983,0.6590995758031596,9314-IJWSQ
4541,0.6587762356990217,9373-WSLOY
6698,0.6585255914853635,9626-WEQRM
2256,0.6579125138136036,4109-CYRBD
4590,0.6577820824970204,5312-UXESG
4447,0.6577125973610481,0003-MKNFE
6693,0.6576712851727446,1548-FEHVL
6149,0.6573537681371893,0374-IOEGQ
4959,0.6571792025903365,2027-WKXMW
2055,0.6570991508949542,4522-AKYLR
2111,0.656923823793534,4983-CLMLV
2797,0.6568437436033406,9992-UJOEL
4451,0.6568437436033406,5968-VXZLG
6479,0.6568437436033406,3278-FSIXX
5337,0.6568437436033406,5365-LLFYV
6946,0.65673210129575,9108-EJFJP
6404,0.6565680740581674,4343-EJVQB
5340,0.6562570332378599,1928-BXYIV
2931,0.656239374332715,7055-HNEOJ
4355,0.6560020275036177,4680-KUTAJ
2908,0.6558336555114556,5302-BDJNT
3263,0.6557074136384607,8069-YQQAJ
3096,0.6552667667951193,9659-QEQSY
4823,0.6552528319252786,9667-TKTVZ
5579,0.6545508960383617,8118-TJAFG
2156,0.6541035589344699,8782-LKFPK
6325,0.6539069009322066,0356-ERHVT
6184,0.6537422354759673,9584-EXCDZ
6255,0.6536301162184569,3842-QTGDL
6870,0.6534863492054416,8725-JEDFD
6689,0.6534262287572274,1427-VERSM
2862,0.6533131076474383,2625-TRCZQ
3918,0.6532788729763966,2770-NSVDG
5760,0.6525895686938249,5424-RLQLC
2972,0.6514131138009986,1728-CXQBE
5601,0.650603003037979,6133-OZILE
5558,0.6494814533650574,2067-QYTCF
4081,0.6491178916836563,2207-QPJED
4209,0.648670347393579,7272-QDCKA
6119,0.6483300476998692,9761-XUJWD
1949,0.6482520769686285,6180-YBIQI
3656,0.648154315833867,8982-NHAVY
4868,0.646835121715729,0531-ZZJWQ
5741,0.6463739102372196,6233-HXJMX
5069,0.6463124106565294,9708-HPXWZ
3304,0.646231290927201,9261-WDCAF
4605,0.6454341200285832,2103-ZRXFN
6733,0.6446365806257371,8404-FYDIB
5264,0.6444295678530629,3932-IJWDZ
6400,0.6443053859664095,0118-JPNOY
3219,0.6436560962163236,6908-VVYHM
5260,0.6435569442353086,2432-TFSMK
4543,0.6427702286327993,9819-FBNSV
2508,0.6425453954991155,7905-TVXTA
5412,0.6417661328078127,4948-WBBKL
4727,0.6413627562275762,9348-YVOMK
2003,0.6402124377298087,5947-SGKCL
3987,0.6394062319604148,1564-HJUVY
4201,0.6379140921094005,6429-SHBCB
6363,0.6376180687397421,8654-DHAOW
2318,0.63679387849294,5172-MIGPM
5281,0.6366692513774524,0311-QYWSS
4628,0.6363422373239368,0508-OOLTO
4747,0.6362344025346314,2139-FQHLM
4921,0.6361195133793331,8450-UYIBU
4683,0.6355696407911332,6137-NICCO
4914,0.6352588437062496,4439-YRNVD
3657,0.6352588437062496,4307-KWMXE
4392,0.6346225212860216,4176-FXYBO
2429,0.6335079173824154,1635-FJFCC
4626,0.6331613286018942,4950-BDEUX
4832,0.6326002900566866,1329-VHWNP
4191,0.6323375666683385,6029-CSMJE
2487,0.6315331600187888,0295-QVKPB
2697,0.6303142024540601,1047-NNCBF
4653,0.629728563446566,9631-XEYKE
4424,0.6297246945725712,2669-OIDSD
2188,0.6293413281992014,8734-DKSTZ
6246,0.6289689078854622,5816-QVHRX
3187,0.6288975974214599,8623-ULFNQ
3547,0.6287711158649508,0015-UOCOJ
4167,0.6285594615634791,0867-LDTTC
2664,0.6284411417432015,0455-XFASS
2289,0.6269718504998613,7343-EOBEU
4434,0.6268218391367486,4840-ORQXB
4915,0.6268218391367486,2208-UGTGR
5439,0.626441531065653,2360-RDGRO
6162,0.626441531065653,5055-MGMGF
2559,0.6255605206740009,4824-GUCBY
4889,0.625258110451021,9780-FKVVF
6217,0.6245497204442764,1976-AZZPJ
2587,0.6245497204442764,2826-DXLQO
5050,0.6245179521315399,6288-LBEAR
2943,0.6242025441296591,6362-QHAFM
4718,0.621777979190631,1357-BIJKI
5105,0.621769183282045,2277-VWCNI
5711,0.6216129892735464,4282-ACRXS
6133,0.621503348791609,3873-NFTGI
5523,0.6214291922948916,3446-QDSZF
3576,0.6210385007035276,7928-VJYAB
2017,0.6210037564777681,6168-YBYNP
3492,0.6209282031688721,0380-NEAVX
6254,0.6191011517491675,2049-BAFNW
4585,0.6191011517491675,6656-JWRQX
4637,0.6191011517491675,1816-FLZDK
4156,0.6185125806866681,7271-AJDTL
2808,0.6181518941433175,9681-KYGYB
5591,0.6180012746805633,8149-AIQCG
5167,0.6175870839075198,8242-JSVBO
4735,0.6175870839075198,5816-SCGFC
3409,0.6173683464878664,2190-BCXEC
2132,0.6167052663523105,3351-NGXYI
5699,0.6166740561525377,3001-UNBTL
4770,0.6163966774196947,1559-DTODC
3001,0.6163388192871863,7905-NJMXS
3942,0.6159701090316898,6645-MXQJT
3092,0.6152302636389989,3761-FLYZI
3216,0.6147791462888749,7554-AKDQF
4262,0.6140122877861814,5402-HTOTQ
5470,0.6139892637533274,7869-ZYDST
6992,0.6137525190445615,0422-UXFAP
5207,0.613744107786416,6578-KRMAW
2703,0.6135488726799948,3452-ABWRL
4229,0.6134838167132607,8564-LDKFL
6178,0.6134756838272801,7876-BEUTG
5064,0.6122815134596218,5325-UWTWJ
6661,0.6122517152897261,1353-LJWEM
4630,0.6111693798821324,9822-WMWVG
6342,0.6109260105552275,9881-VCZEP
5089,0.6104612408220857,5018-GWURO
5998,0.6096131018398826,6847-KJLTS
5578,0.609410660336894,1848-LBZHY
2551,0.6089683724103444,3956-CJUST
1972,0.6089683724103444,7850-VWJUU
1931,0.6087531923124145,9919-YLNNG
5244,0.6086796744935022,7766-CLTIC
6074,0.6084960937849959,2325-WINES
3594,0.6078631986784047,1552-AAGRX
4656,0.6069166286130676,8800-JOOCF
6365,0.6069064729522257,9812-GHVRI
6626,0.6065030613124959,0419-YAAPX
5901,0.6059859129076445,6538-POCHL
5850,0.6059859129076445,4067-HLYQI
2716,0.6058676528317146,3522-CDKHF
4787,0.6056647672494598,3692-JHONH
6216,0.6053105534097795,0856-NAOES
2719,0.6052857790264845,8807-ARQET
6644,0.6049138029612251,3644-QXEHN
5873,0.6048236022709558,2455-USLMV
2677,0.6043400470274275,4646-QZXTF
5575,0.6043373018085264,7326-RIGQZ
3164,0.6041528061558896,1803-BGNBD
3891,0.6040711304887414,0924-BJCRC
4744,0.6034696805572112,5999-LCXAO
6841,0.602372492077059,9003-CPATH
2079,0.6019522700828985,8229-MYEJZ
2083,0.6016814301464458,3808-HFKDE
5729,0.6014097839011434,3589-PPVKW
5643,0.6011877685809871,7621-VPNET
2787,0.6006258613914492,0668-OGMHD
4759,0.600472796933123,7950-XWOVN
5112,0.5993714483875429,5778-BVOFB
4757,0.5990179956655937,6173-GOLSU
2873,0.598982436049479,4238-HFHSN
6154,0.5983861937401362,9112-WSNPU
2539,0.5983785042057832,2267-FPIMA
5529,0.598288665464354,6954-OOYZZ
2356,0.598113801255322,3509-GWQGF
4324,0.5979568784654181,2195-VVRJF
6434,0.5978533069628609,2279-AXJJK
5528,0.5974655935047004,0060-FUALY
5416,0.5974648470193492,3717-LNXKW
2721,0.5971620554255334,4320-QMLLA
6028,0.596794341918011,7312-XSBAT
3225,0.596794341918011,8286-AFUYI
4863,0.596794341918011,0374-AACSZ
4705,0.5963350717494679,0237-YFUTL
3476,0.5957234408190019,6844-DZKRF
5009,0.5956514427798458,9054-FOWNV
7003,0.5954783295806412,5981-ZVXOT
4477,0.5951925747792967,1703-MGIAB
5266,0.5946627196939044,3594-KADLU
3968,0.5944493732026569,1215-VFYVK
6401,0.5940699745495084,3845-FXCYS
6861,0.5937809679480197,1596-OQSPS
2424,0.5936580833206829,1307-TVUFB
5841,0.5932348707125932,6143-JQKEA
5844,0.5930407108931983,8124-NZVGJ
4045,0.5929873962619349,5311-IHLEI
6582,0.5923281929081649,4450-YOOHP
4594,0.5923020831967548,6088-BXMRG
2737,0.5923020831967548,1641-RQDAY
5723,0.5920602670134762,6854-EXGSF
6483,0.5920327946991623,6726-WEXXK
4412,0.5918145418864676,7047-FWEYA
6852,0.5913695995790533,3855-ONCAR
6438,0.5910941957408523,6537-OTKMY
2924,0.5910634428306736,6439-LAJXL
6210,0.5903667240109518,7054-ENNGU
6832,0.589873641010002,2740-JFBOK
6621,0.5894588285185348,2478-EEWWM
6201,0.5894588285185348,9693-XMUOB
2249,0.5890508090837794,8535-SFUTN
2593,0.5889907036072577,5002-GCQFH
3832,0.5889760887504137,3301-LSLWQ
2192,0.588589523210753,2181-UAESM
4880,0.5881725584429477,8263-OKETD
5932,0.5880412889054774,0623-GDISB
5912,0.5880412889054774,7794-JASDG
6248,0.5880412889054774,6888-SBYAI
6343,0.5880412889054774,8757-TFHHJ
3444,0.5875118922357135,1763-WQFUK
2646,0.5875118922357135,4026-SKKHW
5988,0.5874394445617107,0027-KWYKW
5335,0.5870795207927005,0129-KPTWJ
2499,0.586820441545637,6549-NNDYT
4908,0.5867681068302405,8910-LEDAG
3017,0.5866071449024663,4672-FOTSD
2399,0.5864607251551575,8329-UTMVM
2970,0.5858481896156769,3195-TQDZX
3294,0.5858481896156769,2792-VPPET
4588,0.5854337776157676,2842-BCQGE
3986,0.5852823498931495,4146-SVFUD
2005,0.5852823498931495,6582-OIVSP
2316,0.5852823498931495,9244-ZVAPM
5218,0.5852823498931495,6145-NNPNO
3431,0.5852823498931495,5858-EAFCZ
5153,0.5852823498931495,2672-OJQZP
5590,0.5852823498931495,7252-NTGSS
4826,0.5852823498931495,7754-IXRMC
3466,0.5852823498931495,1895-QTKDO
1892,0.5852823498931495,3413-BMNZE
6180,0.5850079870729459,9873-MNDKV
1937,0.5845853085624615,3016-KSVCP
4066,0.5844167101249491,3043-TYBNO
3449,0.5842302758968194,2014-MKGMH
5422,0.582414161080923,7814-LEEVE
2389,0.582414161080923,2480-JZOSN
3437,0.5823444411357539,1379-FRVEB
6650,0.5822026673444106,6576-FBXOJ
2199,0.5813565198994017,0771-WLCLA
5008,0.5807840807640738,5939-XAIXZ
2589,0.580586732576179,9489-UTFKA
1928,0.5803719612885748,0191-ZHSKZ
3527,0.5798389947279156,5527-ACHSO
6296,0.5798029273773591,4482-FTFFX
4577,0.579251354223498,6257-RJOHI
6008,0.5788926220694286,4462-CYWMH
4301,0.5788315469358625,7075-BNDVQ
5516,0.5784167618403496,3898-GUYTS
5352,0.5783498560950788,9356-AXGMP
4135,0.5779621516345796,7351-MHQVU
2715,0.5778906094643852,2446-ZKVAF
5746,0.5776299358172791,2615-YVMYX
5778,0.5776291785517689,2144-BFDSO
6033,0.5775782894191672,4396-KLSEH
4050,0.5775782894191672,3345-JHUEO
6576,0.5774381355503284,2101-RANCD
5023,0.5770184374776819,6821-JPCDC
4937,0.577009308777156,4223-WOZCM
4250,0.577009308777156,6817-WTYHE
4700,0.577009308777156,8805-JNRAZ
1901,0.577009308777156,5948-UJZLF
5935,0.5768884240951615,2043-WVTQJ
5209,0.5768087776922609,9688-YGXVR
5433,0.5767334308970207,1600-DILPE
2700,0.5767334308970207,8791-GFXLZ
3050,0.5761675926493244,2927-QRRQV
2486,0.5759514531598072,7975-TZMLR
6767,0.575674634515897,4480-MBMLB
4268,0.5755452701802141,7966-YOTQW
5654,0.5750264955695173,8016-NCFVO
4720,0.5745285629234674,2018-PZKMU
2554,0.5741369249126421,5149-TGWDZ
2075,0.5732184552804689,3179-GBRWV
2630,0.5731016507731332,7147-AYBAA
4093,0.5730566541863179,8896-BQTTI
5021,0.5730566541863179,2692-PFYTJ
5473,0.5727223990893948,2305-MRGLV
2584,0.5720355827210917,8388-FYNPZ
3950,0.5720355827210917,1575-KRZZE
2618,0.5714813492338546,0929-HYQEW
3750,0.5714287951940631,7285-KLOTR
5821,0.5713153593257111,4724-WXVWF
2750,0.57069689108604,6807-SIWJI
3144,0.5706839521192913,5136-RGMZO
2531,0.5704192007072588,1258-YMZNM
3143,0.5698563769913917,1958-RNRKS
2378,0.5693995452719173,4957-TREIR
2753,0.5689708133998623,8967-SZQAS
5344,0.5687852986638234,4007-NHVHI
6412,0.5687845373788376,2378-HTWFW
7028,0.5687243992806019,7398-LXGYX
3763,0.5686928503227731,4061-UKJWL
5885,0.5686928503227731,8660-BUETV
4659,0.5678946590583048,2386-OWURY
3244,0.5676297811154869,7064-FRRSW
2449,0.5675801952807966,8728-SKJLR
6593,0.5666572497890974,1422-DGUBX
3378,0.5664220162145097,1216-BGTSP
6037,0.5663510530498492,6469-QJKZW
2989,0.565795045772086,6184-DYUOB
6472,0.565795045772086,5066-GFJMM
4313,0.5656075736706151,9643-AVVWI
5685,0.5655006319585684,3566-VVORZ
6015,0.5652229038446287,2087-QAREY
7035,0.5647663148870918,9767-FFLEM
3218,0.5644272886920628,5423-BHIXO
5135,0.5632687688191568,6874-SGLHU
7030,0.5631942568905673,0550-DCXLH
6887,0.5631384924808505,7009-LGECI
3921,0.562953529372985,6599-GZWCM
5556,0.5626008976882233,5600-PDUJF
4497,0.562214236044808,2045-BMBTJ
4887,0.5621770341672778,6624-JDRDS
3479,0.561639941394071,3689-MOZGR
6919,0.5613031010006094,4070-OKWVH
3931,0.5606166585397115,9163-GHAYE
3762,0.5603691587345312,8868-GAGIO
2397,0.5603374710739176,1456-TWCGB
3702,0.5603374710739176,7878-JGDKK
6293,0.5586090304586085,5671-UUNXD
3257,0.5584771235809642,4524-QCSSM
5620,0.5582178052859954,7074-STDCN
2376,0.5575643314907832,2826-UWHIS
4647,0.5572855019262329,3537-HPKQT
4507,0.5569139545886411,8980-WQFWL
2194,0.5567218469968684,2320-SLKMB
2140,0.5565120429453005,9069-LGEUL
3254,0.5557824617083416,3946-JEWRQ
2250,0.5549698371358749,8677-HDZEE
3785,0.5547791776029632,5780-INQIK
3590,0.5547597552210357,3113-IWHLC
6902,0.5545754764353664,6897-UUBNU
4791,0.5544106153374909,2920-RNCEZ
5832,0.5538661270774734,0112-QAWRZ
2177,0.5531824787233416,1996-DBMUS
5034,0.5530145831699245,7596-LDUXP
5277,0.5524834508627064,4338-EYCER
7037,0.5520290598265898,7750-EYXWZ
2077,0.5519477548987868,4130-MZLCC
5404,0.5518252710340921,5542-DHSXL
3716,0.5512856152826587,1134-YWTYF
3424,0.5512575339926781,9779-DPNEJ
2315,0.5510861891081649,0215-BQKGS
6549,0.5510659058394404,5309-TAIKL
6034,0.5507123151745255,2824-MYYBN
5922,0.5507016703942751,4987-GQWPO
5663,0.5504559204808096,3797-FKOGQ
2082,0.5502785092671001,6202-DYYFX
5648,0.5501581376712017,4188-FRABG
2251,0.5493413695749013,2475-MROZF
2748,0.5493187859197883,0080-OROZO
6810,0.5489459128954443,4989-LIXVT
3311,0.5487299466566817,8735-IJJEG
3954,0.5482250979591733,7610-TVOPG
2973,0.5469829298462994,7041-TXQJH
3673,0.5469107413621342,0567-GGCAC
4357,0.5465605806786203,2883-ILGWO
2176,0.5465238907795019,5973-EJGDP
5917,0.5463497740259164,2676-OXPPQ
3871,0.5453811954245568,5133-VRSAB
5790,0.5453651544604071,1935-IMVBB
6313,0.5451969490063898,1689-YQBYY
2821,0.5448500795705871,8800-ZKRFW
4596,0.5439643063300031,7346-MEDWM
6385,0.5435283632177,3258-SANFR
3672,0.5426640222689658,6360-SVNWV
4190,0.5426436742774446,3629-WEAAM
7000,0.5424022559497093,6633-SYEUS
6420,0.5423302446689791,8033-VCZGH
6362,0.5422782813601799,4819-HJPIW
3085,0.5421553468251004,3307-TLCUD
2406,0.542117034896457,5575-TPIZQ
6759,0.5419977315800679,8799-OXZMD
